fixture_id,league_id,season,date,home_team_id,away_team_id,home_team_name,away_team_name,goals_home,goals_away,score_p1_home,score_p1_away,score_p2_home,score_p2_away,score_p3_home,score_p3_away,score_ot_home,score_ot_away,score_pen_home,score_pen_away,status_short,created_at,reg_goals_home,reg_goals_away,target,home_elo,away_elo,elo_diff,home_rolling_goals,home_rolling_conceded,home_btts_rate,home_rest_days,away_rolling_goals,away_rolling_conceded,away_btts_rate,away_rest_days,form_diff,defensive_diff,btts_interaction,rest_diff
324450,57,2022,2022-11-02 01:00:00,675,1436,Calgary Flames,Seattle Kraken,4,5,0,1,2,1,2,3,0,0,0,0,FT,2026-01-02 16:05:08.982971,4,5,0,1523.0765646140944,1510.771263750347,12.305300863747334,2.8,2.8,1.0,2.0,3.8,2.8,1.0,2.0,-1.0,0.0,1.0,0.0
324453,57,2022,2022-11-02 02:00:00,701,690,Vancouver Canucks,New Jersey Devils,2,5,0,2,1,2,1,1,0,0,0,0,FT,2026-01-02 16:05:08.982971,2,5,0,1467.2316104972447,1567.5766848554122,-100.3450743581675,3.2,3.2,1.0,4.0,3.8,2.0,0.8,2.0,-0.5999999999999996,1.2000000000000002,0.8,2.0
324452,57,2022,2022-11-02 02:00:00,671,684,Arizona Coyotes,Florida Panthers,3,1,0,0,1,1,2,0,0,0,0,0,FT,2026-01-02 16:05:08.982971,3,1,2,1404.8905542129132,1491.598726689749,-86.70817247683567,2.8,4.0,1.0,2.0,3.0,3.0,1.0,3.0,-0.20000000000000018,1.0,1.0,-1.0
324454,57,2022,2022-11-02 02:30:00,697,670,San Jose Sharks,Anaheim Ducks,5,6,2,3,2,1,1,1,0,0,1,2,AP,2026-01-02 16:05:08.982971,5,5,1,1441.4960340406938,1446.1165134781754,-4.620479437481663,2.4,2.6,0.8,3.0,1.4,2.6,0.8,2.0,1.0,0.0,0.6400000000000001,1.0
204104,58,2022,2022-11-02 15:30:00,623,619,Rockford IceHogs,Milwaukee Admirals,4,6,1,3,1,1,2,2,0,0,0,0,FT,2026-01-02 16:09:06.482209,4,6,0,1489.7075143609834,1500.9091068473263,-11.20159248634286,3.4,3.8,0.8,3.0,3.2,3.6,1.0,3.0,0.19999999999999973,0.19999999999999973,0.8,0.0
204105,58,2022,2022-11-02 23:00:00,616,630,Laval Rocket,Toronto Marlies,4,7,1,1,2,4,1,2,0,0,0,0,FT,2026-01-02 16:09:06.482209,4,7,0,1457.8327023716085,1529.365302400753,-71.53260002914453,2.8,3.2,1.0,4.0,3.2,2.6,1.0,4.0,-0.40000000000000036,0.6000000000000001,1.0,0.0
204106,58,2022,2022-11-02 23:00:00,632,621,Utica Comets,Providence Bruins,3,4,1,0,2,2,0,1,0,0,1,2,AP,2026-01-02 16:09:06.482209,3,3,1,1486.1455820837464,1536.319523446757,-50.17394136301073,2.2,2.0,1.0,4.0,2.0,1.8,1.0,3.0,0.20000000000000018,0.19999999999999996,1.0,1.0
324455,57,2022,2022-11-02 23:00:00,700,695,Toronto Maple Leafs,Philadelphia Flyers,5,2,2,1,0,0,3,1,0,0,0,0,FT,2026-01-02 16:05:08.982971,5,2,2,1498.5175264092902,1503.135384189054,-4.617857779763881,2.6,2.8,1.0,2.0,2.0,2.0,0.6,1.0,0.6000000000000001,0.7999999999999998,0.6,1.0
204107,58,2022,2022-11-02 23:05:00,622,628,Rochester Americans,Syracuse Crunch,7,2,2,0,3,2,2,0,0,0,0,0,FT,2026-01-02 16:09:06.482209,7,2,2,1495.95588360171,1470.640221318578,25.315662283132042,3.0,4.2,1.0,4.0,3.4,3.6,1.0,4.0,-0.3999999999999999,0.6000000000000001,1.0,0.0
324456,57,2022,2022-11-02 23:30:00,674,696,Buffalo Sabres,Pittsburgh Penguins,6,3,0,1,1,1,5,1,0,0,0,0,FT,2026-01-02 16:05:08.982971,6,3,2,1527.4050279917167,1479.2995036677578,48.10552432395889,3.8,3.0,1.0,2.0,2.2,4.6,1.0,0.0,1.5999999999999996,-1.5999999999999996,1.0,2.0
204108,58,2022,2022-11-03 01:00:00,2158,631,Calgary Wranglers,Tucson Roadrunners,1,3,1,1,0,0,0,2,0,0,0,0,FT,2026-01-02 16:09:06.482209,1,3,0,1477.7848064126108,1543.2252155467004,-65.44040913408958,3.2,4.0,1.0,4.0,4.0,3.2,1.0,4.0,-0.7999999999999998,0.7999999999999998,1.0,0.0
204109,58,2022,2022-11-03 01:30:00,603,624,Bakersfield Condors,San Diego Gulls,3,2,0,0,0,0,3,2,0,0,0,0,FT,2026-01-02 16:09:06.482209,3,2,2,1485.1292786065703,1473.6589767424182,11.470301864152134,3.2,3.8,1.0,4.0,2.2,3.8,1.0,3.0,1.0,0.0,1.0,1.0
204110,58,2022,2022-11-03 15:30:00,615,611,Iowa Wild,Grand Rapids Griffins,6,3,1,0,3,1,2,2,0,0,0,0,FT,2026-01-02 16:09:06.482209,6,3,2,1478.0167446885407,1516.5428053739,-38.5260606853592,2.0,2.8,0.8,3.0,3.0,3.2,1.0,3.0,-1.0,-0.40000000000000036,0.8,0.0
324457,57,2022,2022-11-03 23:00:00,693,702,Ottawa Senators,Vegas Golden Knights,4,5,1,3,2,2,1,0,0,0,0,0,FT,2026-01-02 16:05:08.982971,4,5,0,1479.423612026832,1562.5546496105565,-83.13103758372449,3.6,3.4,1.0,2.0,2.0,1.2,0.8,2.0,1.6,2.2,0.8,0.0
324458,57,2022,2022-11-03 23:00:00,699,676,Tampa Bay Lightning,Carolina Hurricanes,3,4,0,1,3,1,0,1,0,0,1,2,AP,2026-01-02 16:05:08.982971,3,3,1,1489.3181161029852,1547.915654661454,-58.59753855846884,4.0,3.0,1.0,2.0,2.4,3.0,1.0,3.0,1.6,0.0,1.0,-1.0
324459,57,2022,2022-11-03 23:00:00,682,703,Detroit Red Wings,Washington Capitals,3,1,0,0,1,1,2,0,0,0,0,0,FT,2026-01-02 16:05:08.982971,3,1,2,1487.636446889249,1534.1464993397358,-46.51005245048668,2.6,4.2,1.0,3.0,2.6,1.8,0.6,2.0,0.0,2.4000000000000004,0.6,1.0
324460,57,2022,2022-11-03 23:30:00,692,673,New York Rangers,Boston Bruins,2,5,0,1,1,0,1,4,0,0,0,0,FT,2026-01-02 16:05:08.982971,2,5,0,1510.678321723287,1548.5118002091608,-37.83347848587391,2.2,2.0,0.6,2.0,4.0,2.0,0.8,1.0,-1.7999999999999998,0.0,0.48,1.0
324462,57,2022,2022-11-04 00:00:00,698,691,St. Louis Blues,New York Islanders,2,5,1,0,0,4,1,1,0,0,0,0,FT,2026-01-02 16:05:08.982971,2,5,0,1486.369691748722,1540.7987314825596,-54.4290397338375,1.6,5.0,0.8,3.0,3.8,2.0,0.8,1.0,-2.1999999999999997,3.0,0.6400000000000001,2.0
324463,57,2022,2022-11-04 00:00:00,704,688,Winnipeg Jets,Montreal Canadiens,3,2,1,1,1,1,0,0,1,0,0,0,AOT,2026-01-02 16:05:08.982971,2,2,1,1534.7924728108678,1437.8794198538324,96.91305295703546,2.8,2.2,0.8,4.0,2.8,3.6,1.0,2.0,0.0,-1.4,0.8,2.0
324461,57,2022,2022-11-04 00:00:00,687,1436,Minnesota Wild,Seattle Kraken,0,4,0,0,0,3,0,1,0,0,0,0,FT,2026-01-02 16:05:08.982971,0,4,0,1520.9030564111165,1526.302304267015,-5.399247855898466,3.0,1.8,1.0,2.0,4.2,3.2,1.0,1.0,-1.2000000000000002,-1.4000000000000001,1.0,1.0
203160,6,2022,2022-11-04 00:00:00,82,77,Sorel-Tracy,Assurancia de Thetford Mines,3,2,0,1,1,0,1,1,1,0,0,0,AOT,2026-01-02 16:16:38.977353,2,2,1,1481.2896565269314,1492.0254489115669,-10.735792384635488,3.0,3.8,1.0,6.0,4.2,3.4,1.0,6.0,-1.2000000000000002,0.3999999999999999,1.0,0.0
324464,57,2022,2022-11-04 00:30:00,678,685,Chicago Blackhawks,Los Angeles Kings,2,1,0,0,1,1,0,0,1,0,0,0,AOT,2026-01-02 16:05:08.982971,1,1,1,1459.4680621898958,1477.7940360659636,-18.325973876067792,3.2,3.4,1.0,2.0,3.8,3.2,1.0,2.0,-0.5999999999999996,0.19999999999999973,1.0,0.0
324466,57,2022,2022-11-04 01:00:00,675,689,Calgary Flames,Nashville Predators,1,4,0,1,0,2,1,1,0,0,0,0,FT,2026-01-02 16:05:08.982971,1,4,0,1507.5455240974266,1485.3046298712247,22.240894226201817,3.0,3.4,1.0,2.0,2.8,4.0,0.8,2.0,0.20000000000000018,-0.6000000000000001,0.8,0.0
324465,57,2022,2022-11-04 01:00:00,683,690,Edmonton Oilers,New Jersey Devils,3,4,1,1,2,0,0,3,0,0,0,0,FT,2026-01-02 16:05:08.982971,3,4,0,1574.798311211734,1578.3610097194567,-3.5626985077226436,5.0,3.0,1.0,2.0,4.4,2.2,0.8,1.0,0.5999999999999996,0.7999999999999998,0.8,1.0
204111,58,2022,2022-11-04 01:05:00,610,620,Colorado Eagles,Ontario Reign,0,2,0,0,0,2,0,0,0,0,0,0,FT,2026-01-02 16:09:06.482209,0,2,0,1461.5089400935155,1569.229642677472,-107.72070258395638,2.6,2.8,0.8,4.0,3.6,1.8,1.0,5.0,-1.0,0.9999999999999998,0.8,-1.0
324467,57,2022,2022-11-04 02:00:00,671,681,Arizona Coyotes,Dallas Stars,2,7,0,4,0,1,2,2,0,0,0,0,FT,2026-01-02 16:05:08.982971,2,7,0,1423.5582165651597,1504.3898527928197,-80.83163622766006,3.0,3.0,1.0,2.0,2.6,3.0,0.8,2.0,0.3999999999999999,0.0,0.8,0.0
324468,57,2022,2022-11-04 02:00:00,701,670,Vancouver Canucks,Anaheim Ducks,8,5,1,1,2,1,5,3,0,0,0,0,FT,2026-01-02 16:05:08.982971,8,5,2,1456.4472856332002,1445.9170431047078,10.530242528492408,3.0,3.6,1.0,2.0,2.2,3.4,0.8,1.0,0.7999999999999998,0.20000000000000018,0.8,1.0
324469,57,2022,2022-11-04 02:30:00,697,684,San Jose Sharks,Florida Panthers,3,4,0,1,0,1,3,1,0,0,0,1,AP,2026-01-02 16:05:08.982971,3,3,1,1441.6955044141614,1472.9310643375024,-31.235559923341043,3.2,3.2,0.8,2.0,2.8,3.2,1.0,2.0,0.40000000000000036,0.0,0.8,0.0
324470,57,2022,2022-11-04 18:00:00,679,680,Colorado Avalanche,Columbus Blue Jackets,6,3,2,0,1,2,3,1,0,0,0,0,FT,2026-01-02 16:05:08.982971,6,3,2,1495.4643520101665,1460.736888591389,34.72746341877746,2.2,2.6,0.8,5.0,2.4,4.8,0.8,5.0,-0.19999999999999973,-2.1999999999999997,0.6400000000000001,0.0
204112,58,2022,2022-11-04 19:00:00,2158,631,Calgary Wranglers,Tucson Roadrunners,3,2,1,0,1,1,1,1,0,0,0,0,FT,2026-01-02 16:09:06.482209,3,2,2,1465.5771527284753,1555.4328692308359,-89.85571650236056,3.2,4.0,1.0,1.0,4.2,2.2,1.0,1.0,-1.0,1.7999999999999998,1.0,0.0
204115,58,2022,2022-11-04 23:00:00,609,608,Cleveland Monsters,Chicago Wolves,2,5,1,2,1,2,0,1,0,0,0,0,FT,2026-01-02 16:09:06.482209,2,5,0,1460.2224545581385,1486.7517083057573,-26.529253747618895,2.6,4.0,1.0,6.0,3.0,3.0,1.0,5.0,-0.3999999999999999,1.0,1.0,1.0
204114,58,2022,2022-11-04 23:00:00,616,630,Laval Rocket,Toronto Marlies,4,5,1,2,1,1,2,1,0,1,0,0,AOT,2026-01-02 16:09:06.482209,4,4,1,1445.8781029692973,1541.3199018030643,-95.44179883376705,3.4,4.2,1.0,2.0,3.8,3.2,1.0,2.0,-0.3999999999999999,1.0,1.0,0.0
204113,58,2022,2022-11-04 23:00:00,607,628,Charlotte Checkers,Syracuse Crunch,3,2,0,0,2,0,1,2,0,0,0,0,FT,2026-01-02 16:09:06.482209,3,2,2,1514.7898939319289,1456.7312561555173,58.058637776411615,2.6,2.6,1.0,3.0,3.2,4.2,1.0,1.0,-0.6000000000000001,-1.6,1.0,2.0
324471,57,2022,2022-11-04 23:00:00,676,674,Carolina Hurricanes,Buffalo Sabres,5,3,2,2,1,0,2,1,0,0,0,0,FT,2026-01-02 16:05:08.982971,5,3,2,1545.4095132469174,1540.3413164325673,5.068196814350131,2.6,3.2,1.0,1.0,4.0,3.4,1.0,1.0,-1.4,-0.19999999999999973,1.0,0.0
204116,58,2022,2022-11-04 23:05:00,604,617,Belleville Senators,Lehigh Valley Phantoms,3,2,1,0,1,0,1,2,0,0,0,0,FT,2026-01-02 16:09:06.482209,3,2,2,1464.7287159941645,1460.208560009912,4.520155984252597,2.2,4.4,1.0,5.0,2.6,4.0,1.0,5.0,-0.3999999999999999,0.40000000000000036,1.0,0.0
204118,58,2022,2022-11-04 23:05:00,626,612,Springfield Thunderbirds,Hartford Wolf Pack,5,1,3,0,1,0,1,1,0,0,0,0,FT,2026-01-02 16:09:06.482209,5,1,2,1495.499461019908,1490.4652896502803,5.034171369627757,3.8,3.0,1.0,5.0,2.4,3.0,1.0,6.0,1.4,0.0,1.0,-1.0
204117,58,2022,2022-11-04 23:05:00,622,632,Rochester Americans,Utica Comets,5,3,1,2,1,1,3,0,0,0,0,0,FT,2026-01-02 16:09:06.482209,5,3,2,1509.8648487647706,1488.2968313248568,21.568017439913774,3.8,4.0,1.0,2.0,2.6,2.0,1.0,2.0,1.1999999999999997,2.0,1.0,0.0
204119,58,2022,2022-11-05 00:00:00,615,611,Iowa Wild,Grand Rapids Griffins,4,5,1,3,3,0,0,1,0,1,0,0,AOT,2026-01-02 16:09:06.482209,4,4,1,1494.6732645198545,1499.8862855425862,-5.213021022731709,3.0,2.8,0.8,1.0,3.0,4.0,1.0,1.0,0.0,-1.2000000000000002,0.8,0.0
203141,6,2022,2022-11-05 00:00:00,2047,82,Montcalm,Sorel-Tracy,5,1,1,0,2,0,2,1,0,0,0,0,FT,2026-01-02 16:16:38.977353,5,1,2,1530.8934696096615,1481.7530104794982,49.14045913016321,3.6,2.8,1.0,6.0,3.2,3.4,1.0,1.0,0.3999999999999999,-0.6000000000000001,1.0,5.0
203140,6,2022,2022-11-05 00:00:00,77,78,Assurancia de Thetford Mines,Jonquiere Marquis,6,5,2,2,2,3,1,0,1,0,0,0,AOT,2026-01-02 16:16:38.977353,5,5,1,1491.562094959,1536.396631122814,-44.83453616381394,4.0,3.2,1.0,1.0,4.2,3.4,1.0,7.0,-0.20000000000000018,-0.19999999999999973,1.0,-6.0
203142,6,2022,2022-11-05 00:00:00,79,81,Petroliers du Nord,Saint-Georges,5,4,3,1,0,1,2,2,0,0,0,0,FT,2026-01-02 16:16:38.977353,5,4,2,1493.785975348139,1490.6690822983794,3.116893049759483,4.4,4.6,1.0,6.0,3.4,3.0,1.0,6.0,1.0000000000000004,1.5999999999999996,1.0,0.0
204120,58,2022,2022-11-05 00:00:00,618,629,Manitoba Moose,Texas Stars,1,4,1,3,0,1,0,0,0,0,0,0,FT,2026-01-02 16:09:06.482209,1,4,0,1548.9516999361695,1497.3449330528579,51.60676688331159,4.4,2.6,1.0,5.0,3.4,3.4,1.0,5.0,1.0000000000000004,-0.7999999999999998,1.0,0.0
204122,58,2022,2022-11-05 02:00:00,1439,2048,Abbotsford Canucks,Coachella Valley Firebirds,5,2,2,1,2,0,1,1,0,0,0,0,FT,2026-01-02 16:09:06.482209,5,2,2,1501.561006612064,1523.4998511585297,-21.938844546465816,3.8,3.4,1.0,6.0,4.4,3.6,1.0,6.0,-0.6000000000000005,-0.20000000000000018,1.0,0.0
204123,58,2022,2022-11-05 02:00:00,603,613,Bakersfield Condors,Henderson Silver Knights,3,1,1,1,1,0,1,0,0,0,0,0,FT,2026-01-02 16:09:06.482209,3,1,2,1499.6342457058531,1464.8439118387819,34.79033386707124,3.2,3.8,1.0,2.0,1.8,2.6,0.6,6.0,1.4000000000000001,1.1999999999999997,0.6,-4.0
204121,58,2022,2022-11-05 02:00:00,624,619,San Diego Gulls,Milwaukee Admirals,1,3,0,1,0,0,1,2,0,0,0,0,FT,2026-01-02 16:09:06.482209,1,3,0,1459.1540096431354,1515.425662721191,-56.27165307805558,2.4,4.0,1.0,2.0,4.0,3.8,1.0,2.0,-1.6,0.20000000000000018,1.0,0.0
324473,57,2022,2022-11-05 17:00:00,682,691,Detroit Red Wings,New York Islanders,3,0,0,0,2,0,1,0,0,0,0,0,FT,2026-01-02 16:05:08.982971,3,0,2,1504.632537975801,1553.4678778754499,-48.83533989964894,2.2,4.2,1.0,1.0,4.4,1.8,0.8,1.0,-2.2,2.4000000000000004,0.8,0.0
324472,57,2022,2022-11-05 18:00:00,680,679,Columbus Blue Jackets,Colorado Avalanche,1,5,1,1,0,3,0,1,0,0,0,0,FT,2026-01-02 16:05:08.982971,1,5,0,1447.2312205275803,1508.9700200739753,-61.73879954639506,2.4,4.8,0.8,1.0,3.0,2.6,0.8,1.0,-0.6000000000000001,2.1999999999999997,0.6400000000000001,0.0
204124,58,2022,2022-11-05 19:00:00,616,617,Laval Rocket,Lehigh Valley Phantoms,2,3,0,1,1,1,1,0,0,1,0,0,AOT,2026-01-02 16:09:06.482209,2,2,1,1449.898044056081,1445.4036998211616,4.494344234919481,3.8,4.0,1.0,0.0,2.4,4.0,1.0,0.0,1.4,0.0,1.0,0.0
324474,57,2022,2022-11-05 19:00:00,704,678,Winnipeg Jets,Chicago Blackhawks,4,0,0,0,3,0,1,0,0,0,0,0,FT,2026-01-02 16:05:08.982971,4,0,2,1530.713641826784,1460.2585251476416,70.4551166791423,3.0,1.8,0.8,1.0,2.6,3.2,1.0,1.0,0.3999999999999999,-1.4000000000000001,0.8,0.0
324475,57,2022,2022-11-05 20:00:00,683,681,Edmonton Oilers,Dallas Stars,2,6,0,1,1,3,1,2,0,0,0,0,FT,2026-01-02 16:05:08.982971,2,6,0,1559.9521198796756,1515.9617003800668,43.990419499608834,4.4,3.2,1.0,1.0,3.6,2.6,0.8,1.0,0.8000000000000003,0.6000000000000001,0.8,0.0
204125,58,2022,2022-11-05 22:00:00,607,628,Charlotte Checkers,Syracuse Crunch,0,4,0,0,0,2,0,3,0,0,0,0,FT,2026-01-02 16:09:06.482209,0,5,0,1527.306375115894,1444.214774971552,83.09160014434201,2.2,2.2,1.0,0.0,2.4,4.4,1.0,0.0,-0.19999999999999973,-2.2,1.0,0.0
204126,58,2022,2022-11-05 22:05:00,633,614,Wilkes-Barre/Scranton,Hershey Bears,1,2,0,0,0,2,1,0,0,0,0,0,FT,2026-01-02 16:09:06.482209,1,2,0,1553.0227419262078,1514.0137637034843,39.0089782227235,2.8,1.4,1.0,6.0,2.6,2.6,1.0,6.0,0.19999999999999973,-1.2000000000000002,1.0,0.0
324481,57,2022,2022-11-05 23:00:00,693,695,Ottawa Senators,Philadelphia Flyers,1,2,1,1,0,1,0,0,0,0,0,0,FT,2026-01-02 16:05:08.982971,1,2,0,1467.9457088618196,1487.9360269816443,-19.99031811982468,3.2,4.0,1.0,2.0,1.8,2.8,0.6,3.0,1.4000000000000001,1.2000000000000002,0.6,-1.0
204129,58,2022,2022-11-05 23:00:00,632,622,Utica Comets,Rochester Americans,2,1,0,0,1,0,1,1,0,0,0,0,FT,2026-01-02 16:09:06.482209,2,1,2,1474.226803201956,1523.9348768876714,-49.70807368571536,2.6,2.6,1.0,0.0,4.0,4.0,1.0,0.0,-1.4,-1.4,1.0,0.0
204128,58,2022,2022-11-05 23:00:00,609,608,Cleveland Monsters,Chicago Wolves,4,2,1,1,1,0,2,1,0,0,0,0,FT,2026-01-02 16:09:06.482209,4,2,2,1446.3655937063147,1500.608569157581,-54.242975451266375,2.4,4.4,1.0,1.0,3.6,2.4,1.0,1.0,-1.2000000000000002,2.0000000000000004,1.0,0.0
204127,58,2022,2022-11-05 23:00:00,1415,612,Bridgeport Islanders,Hartford Wolf Pack,5,3,1,0,1,1,3,2,0,0,0,0,FT,2026-01-02 16:09:06.482209,5,3,2,1540.1493809386202,1475.682617090578,64.46676384804209,5.0,3.2,1.0,4.0,2.4,3.4,1.0,0.0,2.6,-0.19999999999999973,1.0,4.0
324476,57,2022,2022-11-05 23:00:00,700,673,Toronto Maple Leafs,Boston Bruins,2,1,1,0,1,1,0,0,0,0,0,0,FT,2026-01-02 16:05:08.982971,2,1,2,1513.7168836167,1561.8848233503425,-48.16793973364247,2.8,3.0,1.0,3.0,4.4,1.8,0.8,1.0,-1.6000000000000005,1.2,0.8,2.0
324477,57,2022,2022-11-05 23:00:00,703,671,Washington Capitals,Arizona Coyotes,2,3,0,0,1,0,1,3,0,0,0,0,FT,2026-01-02 16:05:08.982971,2,3,0,1517.150408253184,1411.9863689779127,105.1640392752713,1.6,1.8,0.6,2.0,3.0,3.2,1.0,1.0,-1.4,-1.4000000000000001,0.6,1.0
324478,57,2022,2022-11-05 23:00:00,688,702,Montreal Canadiens,Vegas Golden Knights,4,6,1,1,0,1,3,4,0,0,0,0,FT,2026-01-02 16:05:08.982971,4,6,0,1441.9582508379162,1574.0325527755688,-132.07430193765254,2.8,3.0,1.0,1.0,2.4,1.8,0.8,2.0,0.3999999999999999,1.2,0.8,-1.0
324479,57,2022,2022-11-05 23:00:00,699,674,Tampa Bay Lightning,Buffalo Sabres,5,3,1,1,1,1,3,1,0,0,0,0,FT,2026-01-02 16:05:08.982971,5,3,2,1491.8242575175218,1525.5601125589437,-33.73585504142193,3.4,3.0,1.0,2.0,4.4,3.4,1.0,1.0,-1.0000000000000004,-0.3999999999999999,1.0,1.0
324480,57,2022,2022-11-05 23:00:00,696,1436,Pittsburgh Penguins,Seattle Kraken,2,3,0,0,1,1,1,2,0,0,0,0,FT,2026-01-02 16:05:08.982971,2,3,0,1466.3632152269072,1541.069218762136,-74.70600353522877,2.2,4.6,1.0,2.0,4.2,2.2,0.8,1.0,-2.0,2.3999999999999995,0.8,1.0
204130,58,2022,2022-11-05 23:05:00,604,630,Belleville Senators,Toronto Marlies,2,5,1,2,1,1,0,2,0,0,0,0,FT,2026-01-02 16:09:06.482209,2,5,0,1479.5335761829149,1537.2999607162806,-57.76638453336568,2.4,3.8,1.0,1.0,4.2,3.0,1.0,1.0,-1.8000000000000003,0.7999999999999998,1.0,0.0
204131,58,2022,2022-11-05 23:05:00,626,621,Springfield Thunderbirds,Providence Bruins,2,3,2,1,0,2,0,0,0,0,0,0,FT,2026-01-02 16:09:06.482209,2,3,0,1510.2821335796102,1534.1682742056466,-23.886140626036422,3.8,2.8,1.0,1.0,2.2,2.2,1.0,3.0,1.5999999999999996,0.5999999999999996,1.0,-2.0
203143,6,2022,2022-11-05 23:30:00,78,80,Jonquiere Marquis,Riviere-du-Loup 3L,3,4,0,1,0,2,3,0,0,1,0,0,AOT,2026-01-02 16:16:38.977353,3,3,1,1534.471641983147,1474.939736182508,59.531905800638924,3.8,4.2,1.0,0.0,3.2,3.8,1.0,7.0,0.5999999999999996,0.40000000000000036,1.0,-7.0
204132,58,2022,2022-11-06 00:00:00,623,611,Rockford IceHogs,Grand Rapids Griffins,4,1,1,1,3,0,0,0,0,0,0,0,FT,2026-01-02 16:09:06.482209,4,1,2,1475.1909584871187,1499.661238221209,-24.470279734090354,4.2,4.2,1.0,3.0,3.6,4.0,1.0,1.0,0.6000000000000001,0.20000000000000018,1.0,2.0
204133,58,2022,2022-11-06 01:05:00,610,620,Colorado Eagles,Ontario Reign,7,3,2,1,4,0,1,2,0,0,0,0,FT,2026-01-02 16:09:06.482209,7,3,2,1451.0161120476746,1579.722470723313,-128.7063586756385,1.4,2.8,0.6,2.0,3.0,1.2,0.8,2.0,-1.6,1.5999999999999999,0.48,0.0
324482,57,2022,2022-11-06 02:00:00,675,690,Calgary Flames,New Jersey Devils,3,4,1,3,1,0,1,0,0,1,0,0,AOT,2026-01-02 16:05:08.982971,3,3,1,1491.5866169678077,1593.207201051515,-101.6205840837074,2.6,3.0,1.0,2.0,4.6,1.6,0.8,2.0,-1.9999999999999996,1.4,0.8,0.0
204134,58,2022,2022-11-06 02:00:00,1439,2048,Abbotsford Canucks,Coachella Valley Firebirds,1,3,0,1,0,1,1,1,0,0,0,0,FT,2026-01-02 16:09:06.482209,1,3,0,1517.5069257826754,1507.5539319879183,9.952993794757049,4.4,3.4,1.0,1.0,4.2,4.4,1.0,1.0,0.20000000000000018,-1.0000000000000004,1.0,0.0
204135,58,2022,2022-11-06 02:00:00,613,603,Henderson Silver Knights,Bakersfield Condors,3,6,0,1,1,3,2,2,0,0,0,0,FT,2026-01-02 16:09:06.482209,3,6,0,1451.3409311233343,1513.1372264213007,-61.79629529796648,1.4,2.4,0.6,1.0,3.0,3.4,1.0,1.0,-1.6,-1.0,0.6,0.0
204136,58,2022,2022-11-06 02:00:00,624,619,San Diego Gulls,Milwaukee Admirals,1,3,0,1,0,1,1,1,0,0,0,0,FT,2026-01-02 16:09:06.482209,1,3,0,1446.5624297397762,1528.0172426245501,-81.4548128847739,2.4,3.6,1.0,1.0,4.2,3.0,1.0,1.0,-1.8000000000000003,0.6000000000000001,1.0,0.0
324483,57,2022,2022-11-06 02:00:00,701,689,Vancouver Canucks,Nashville Predators,3,4,3,0,0,1,0,2,0,0,0,1,AP,2026-01-02 16:05:08.982971,3,3,1,1470.9927976743447,1501.2635370008436,-30.27073932649887,4.4,3.6,1.0,2.0,3.0,3.2,0.8,2.0,1.4000000000000004,0.3999999999999999,0.8,0.0
324485,57,2022,2022-11-06 02:30:00,697,670,San Jose Sharks,Anaheim Ducks,4,5,1,2,2,0,1,2,0,0,2,3,AP,2026-01-02 16:05:08.982971,4,4,1,1443.0404303993625,1431.3715310635632,11.668899335799324,3.2,3.8,1.0,2.0,3.0,4.0,0.8,2.0,0.20000000000000018,-0.20000000000000018,0.8,0.0
324484,57,2022,2022-11-06 02:30:00,685,684,Los Angeles Kings,Florida Panthers,5,4,0,1,3,1,2,2,0,0,0,0,FT,2026-01-02 16:05:08.982971,5,4,2,1477.0035731082178,1471.5861383523013,5.417434755916474,3.2,3.0,1.0,2.0,2.8,3.4,1.0,2.0,0.40000000000000036,-0.3999999999999999,1.0,0.0
204137,58,2022,2022-11-06 20:00:00,1415,621,Bridgeport Islanders,Providence Bruins,0,1,0,0,0,0,0,1,0,0,0,0,FT,2026-01-02 16:09:06.482209,0,1,0,1552.3976346304942,1548.1386482966755,4.2589863338187115,5.0,3.4,1.0,0.0,2.6,2.2,1.0,0.0,2.4,1.1999999999999997,1.0,0.0
204138,58,2022,2022-11-06 20:00:00,618,629,Manitoba Moose,Texas Stars,2,1,0,0,1,1,0,0,1,0,0,0,AOT,2026-01-02 16:09:06.482209,1,1,1,1531.7398991589198,1514.5567338301075,17.183165328812265,3.6,3.0,1.0,1.0,3.6,3.0,1.0,1.0,0.0,0.0,1.0,0.0
204139,58,2022,2022-11-06 21:30:00,614,633,Hershey Bears,Wilkes-Barre/Scranton,4,3,2,0,2,0,0,3,0,0,0,0,FT,2026-01-02 16:09:06.482209,4,3,2,1530.6908753135162,1536.3456303161759,-5.654755002659613,2.2,1.8,1.0,0.0,2.4,1.2,1.0,0.0,-0.19999999999999973,0.6000000000000001,1.0,0.0
204140,58,2022,2022-11-06 22:00:00,623,615,Rockford IceHogs,Iowa Wild,4,5,1,1,1,1,2,2,0,0,0,2,AP,2026-01-02 16:09:06.482209,4,4,1,1491.2456819630656,1494.8983118412316,-3.6526298781659534,4.8,3.6,1.0,0.0,3.8,3.2,1.0,1.0,1.0,0.3999999999999999,1.0,-1.0
324487,57,2022,2022-11-06 22:00:00,692,682,New York Rangers,Detroit Red Wings,2,3,2,0,0,2,0,0,0,1,0,0,AOT,2026-01-02 16:05:08.982971,2,2,1,1497.3052985821053,1521.7271528188087,-24.42185423670344,2.2,2.6,0.6,2.0,2.4,3.0,0.8,1.0,-0.19999999999999973,-0.3999999999999999,0.48,1.0
